                                GateName	         GateType	     Level	       CC0	       CC1	        CB
                 c1908SCOAP.DUT.NOT1_260	             notg	         8	         7	         3	       125
                c1908SCOAP.DUT.NAND2_261	           nand_n	         8	        10	         3	       122
                 c1908SCOAP.DUT.NOT1_262	             notg	         8	         3	         3	        69
                c1908SCOAP.DUT.NAND2_263	           nand_n	         8	         7	         7	        50
                 c1908SCOAP.DUT.NOT1_264	             notg	         8	         3	         6	       206
                c1908SCOAP.DUT.BUFF1_265	             bufg	         8	         5	         2	        76
                 c1908SCOAP.DUT.NOT1_266	             notg	         8	         3	         5	       206
                c1908SCOAP.DUT.BUFF1_267	             bufg	         8	         4	         2	        76
                c1908SCOAP.DUT.NAND2_268	           nand_n	         8	         5	         7	        72
                c1908SCOAP.DUT.NAND2_269	           nand_n	         8	         5	         7	        70
                 c1908SCOAP.DUT.NOT1_270	             notg	         8	         3	         3	        99
                c1908SCOAP.DUT.NAND2_271	           nand_n	         8	         6	         3	        96
                 c1908SCOAP.DUT.NOT1_272	             notg	         8	         3	         3	        80
                c1908SCOAP.DUT.NAND2_273	           nand_n	         8	         6	         3	        77
                 c1908SCOAP.DUT.NOT1_274	             notg	         8	         3	         3	        80
                c1908SCOAP.DUT.NAND2_275	           nand_n	         8	         6	         3	        77
                 c1908SCOAP.DUT.NOT1_276	             notg	         8	         3	         3	        84
                c1908SCOAP.DUT.NAND2_277	           nand_n	         8	         6	         3	        81
                 c1908SCOAP.DUT.NOT1_278	             notg	         8	         3	         3	        84
                c1908SCOAP.DUT.NAND2_279	           nand_n	         8	         6	         3	        81
                 c1908SCOAP.DUT.NOT1_280	             notg	         8	         3	         3	        80
                c1908SCOAP.DUT.NAND2_281	           nand_n	         8	         6	         3	        77
                 c1908SCOAP.DUT.NOT1_282	             notg	         8	         3	         3	        77
                 c1908SCOAP.DUT.NOT1_283	             notg	         8	         5	         3	        70
                 c1908SCOAP.DUT.NOT1_284	             notg	         8	         3	         3	       140
                 c1908SCOAP.DUT.NOT1_285	             notg	         8	         3	         3	        79
                c1908SCOAP.DUT.NAND2_286	           nand_n	         8	         6	         3	        76
                 c1908SCOAP.DUT.NOT1_287	             notg	         8	         3	         3	        76
                 c1908SCOAP.DUT.NOT1_288	             notg	         8	         3	         3	        90
                c1908SCOAP.DUT.NAND2_289	           nand_n	         8	         6	         3	        87
                 c1908SCOAP.DUT.NOT1_290	             notg	         8	         3	         3	       134
                c1908SCOAP.DUT.NAND2_291	           nand_n	         8	         6	         3	       131
                 c1908SCOAP.DUT.NOT1_292	             notg	         8	         5	         3	       131
                 c1908SCOAP.DUT.NOT1_293	             notg	         8	         3	         3	        70
                c1908SCOAP.DUT.NAND2_294	           nand_n	         8	         6	         3	        67
                 c1908SCOAP.DUT.NOT1_295	             notg	         8	         7	         3	        54
                c1908SCOAP.DUT.NAND2_296	           nand_n	         8	        10	         3	        51
                c1908SCOAP.DUT.NAND2_297	           nand_n	         8	         7	         7	        56
                c1908SCOAP.DUT.NAND2_298	           nand_n	         8	         7	         7	        61
                 c1908SCOAP.DUT.NOT1_299	             notg	         8	         3	         3	        68
                c1908SCOAP.DUT.NAND2_300	           nand_n	         8	         6	         3	        65
                 c1908SCOAP.DUT.NOT1_301	             notg	         8	         3	         3	        65
                 c1908SCOAP.DUT.NOT1_302	             notg	         8	         3	         3	        72
                c1908SCOAP.DUT.NAND2_303	           nand_n	         8	         6	         3	        69
                c1908SCOAP.DUT.NAND2_304	           nand_n	         8	         7	         7	        49
                c1908SCOAP.DUT.NAND2_305	           nand_n	         8	         7	         7	        49
                c1908SCOAP.DUT.NAND2_306	           nand_n	         8	         7	         7	        65
                c1908SCOAP.DUT.BUFF1_307	             bufg	         8	         5	         2	        78
                c1908SCOAP.DUT.BUFF1_308	             bufg	         8	         5	         2	        75
                c1908SCOAP.DUT.BUFF1_309	             bufg	         8	         4	         2	        78
                c1908SCOAP.DUT.BUFF1_310	             bufg	         8	         4	         2	        75
                 c1908SCOAP.DUT.NOT1_311	             notg	         9	         8	         8	        56
                c1908SCOAP.DUT.NAND2_312	           nand_n	         9	         6	         3	       122
                c1908SCOAP.DUT.NAND2_313	           nand_n	         9	         6	         3	        96
                c1908SCOAP.DUT.NAND2_314	           nand_n	         9	         6	         3	        77
                c1908SCOAP.DUT.NAND2_315	           nand_n	         9	         6	         3	        77
                c1908SCOAP.DUT.NAND2_316	           nand_n	         9	         6	         3	        81
                c1908SCOAP.DUT.NAND2_317	           nand_n	         9	         6	         3	        81
                c1908SCOAP.DUT.NAND2_318	           nand_n	         9	         6	         3	        77
                c1908SCOAP.DUT.NAND2_319	           nand_n	         9	         6	         3	        76
                c1908SCOAP.DUT.NAND2_320	           nand_n	         9	         6	         3	        87
                c1908SCOAP.DUT.NAND2_321	           nand_n	         9	         6	         3	       131
                c1908SCOAP.DUT.NAND2_322	           nand_n	         9	         6	         3	        67
                 c1908SCOAP.DUT.NOT1_323	             notg	         9	         8	         8	        55
                c1908SCOAP.DUT.NAND2_324	           nand_n	         9	         6	         3	        51
                c1908SCOAP.DUT.NAND2_325	           nand_n	         9	         6	         3	        65
                c1908SCOAP.DUT.NAND2_326	           nand_n	         9	         6	         3	        69
                 c1908SCOAP.DUT.NOT1_327	             notg	         9	         8	         8	        49
                c1908SCOAP.DUT.NAND2_328	           nand_n	        10	         7	         7	       118
                c1908SCOAP.DUT.NAND2_329	           nand_n	        10	        11	         4	        61
                 c1908SCOAP.DUT.NOT1_330	             notg	        10	         8	         8	        65
                 c1908SCOAP.DUT.NOT1_331	             notg	        10	         3	         6	        74
                 c1908SCOAP.DUT.NOT1_332	             notg	        10	         3	         6	        77
                 c1908SCOAP.DUT.NOT1_333	             notg	        10	         3	         5	        74
                 c1908SCOAP.DUT.NOT1_334	             notg	        10	         3	         5	        77
                c1908SCOAP.DUT.NAND2_335	           nand_n	        10	         7	         7	        92
                c1908SCOAP.DUT.NAND2_336	           nand_n	        10	         7	         7	        73
                c1908SCOAP.DUT.NAND2_337	           nand_n	        10	         7	         7	        73
                c1908SCOAP.DUT.NAND2_338	           nand_n	        10	         7	         7	        77
                c1908SCOAP.DUT.NAND2_339	           nand_n	        10	         7	         7	        77
                c1908SCOAP.DUT.NAND2_340	           nand_n	        10	         7	         7	        73
                c1908SCOAP.DUT.NAND2_341	           nand_n	        10	         7	         7	        72
                c1908SCOAP.DUT.NAND2_342	           nand_n	        10	         7	         7	        83
                c1908SCOAP.DUT.NAND2_343	           nand_n	        10	         7	         7	       127
                c1908SCOAP.DUT.NAND2_344	           nand_n	        10	         7	         7	        63
                c1908SCOAP.DUT.NAND2_345	           nand_n	        10	         7	         7	        47
                 c1908SCOAP.DUT.NOT1_346	             notg	        10	         8	         8	        56
                c1908SCOAP.DUT.NAND2_347	           nand_n	        10	        11	         4	        52
                 c1908SCOAP.DUT.NOT1_348	             notg	        10	         8	         8	        61
                c1908SCOAP.DUT.NAND2_349	           nand_n	        10	        11	         4	        57
                c1908SCOAP.DUT.NAND2_350	           nand_n	        10	         7	         7	        61
                c1908SCOAP.DUT.NAND2_351	           nand_n	        10	         7	         7	        65
                 c1908SCOAP.DUT.NOT1_352	             notg	        10	         8	         8	        49
                c1908SCOAP.DUT.NAND2_353	           nand_n	        10	        11	         4	        45
                 c1908SCOAP.DUT.NOT1_354	             notg	        10	         8	         8	        49
                c1908SCOAP.DUT.NAND2_355	           nand_n	        10	        11	         4	        45
                 c1908SCOAP.DUT.NOT1_356	             notg	        11	         9	         9	        54
                c1908SCOAP.DUT.NAND2_357	           nand_n	        11	        11	         3	        62
                 c1908SCOAP.DUT.NOT1_358	             notg	        11	         9	         9	        49
                c1908SCOAP.DUT.BUFF1_359	             bufg	        11	         8	         8	        69
                c1908SCOAP.DUT.BUFF1_360	             bufg	        11	         8	         8	        55
                c1908SCOAP.DUT.NAND2_361	           nand_n	        11	        11	         3	        53
                c1908SCOAP.DUT.NAND2_362	           nand_n	        11	        11	         3	        58
                c1908SCOAP.DUT.NAND2_363	           nand_n	        11	        11	         3	        46
                c1908SCOAP.DUT.NAND2_364	           nand_n	        11	        11	         3	        46
                 c1908SCOAP.DUT.NOT1_365	             notg	        11	         8	         8	       117
                c1908SCOAP.DUT.NAND2_366	           nand_n	        12	        11	         4	        69
                 c1908SCOAP.DUT.NOT1_367	             notg	        12	         8	         8	        73
                c1908SCOAP.DUT.NAND2_368	           nand_n	        12	        11	         4	        88
                 c1908SCOAP.DUT.NOT1_369	             notg	        12	         8	         8	        92
                c1908SCOAP.DUT.NAND2_370	           nand_n	        12	        11	         4	        69
                 c1908SCOAP.DUT.NOT1_371	             notg	        12	         8	         8	        73
                c1908SCOAP.DUT.NAND2_372	           nand_n	        12	        11	         4	        73
                 c1908SCOAP.DUT.NOT1_373	             notg	        12	         8	         8	        77
                c1908SCOAP.DUT.NAND2_374	           nand_n	        12	        11	         4	        69
                 c1908SCOAP.DUT.NOT1_375	             notg	        12	         8	         8	        73
                c1908SCOAP.DUT.NAND2_376	           nand_n	        12	        11	         4	        73
                 c1908SCOAP.DUT.NOT1_377	             notg	        12	         8	         8	        77
                c1908SCOAP.DUT.NAND2_378	           nand_n	        12	        11	         4	        79
                 c1908SCOAP.DUT.NOT1_379	             notg	        12	         8	         8	        83
                c1908SCOAP.DUT.NAND2_380	           nand_n	        12	        11	         6	        59
                 c1908SCOAP.DUT.NOT1_381	             notg	        12	         8	         8	        67
                 c1908SCOAP.DUT.NOT1_382	             notg	        12	         8	         8	        55
                c1908SCOAP.DUT.NAND2_383	           nand_n	        12	        11	         4	        61
                 c1908SCOAP.DUT.NOT1_384	             notg	        12	         8	         8	        65
                c1908SCOAP.DUT.NAND2_385	           nand_n	        12	         8	        12	        57
                 c1908SCOAP.DUT.NOT1_386	             notg	        12	         8	         8	        72
                c1908SCOAP.DUT.NAND2_387	           nand_n	        12	        11	         4	        68
                 c1908SCOAP.DUT.NOT1_388	             notg	        12	         8	         8	       131
                c1908SCOAP.DUT.NAND2_389	           nand_n	        12	        11	         6	       123
                c1908SCOAP.DUT.NAND2_390	           nand_n	        12	         8	        12	        48
                 c1908SCOAP.DUT.NOT1_391	             notg	        12	         8	         8	        61
                c1908SCOAP.DUT.NAND2_392	           nand_n	        12	        11	         4	        57
                c1908SCOAP.DUT.NAND2_393	           nand_n	        12	         8	        12	        53
                c1908SCOAP.DUT.NAND2_394	           nand_n	        12	         8	        12	        41
                c1908SCOAP.DUT.NAND2_395	           nand_n	        12	         8	        12	        41
                c1908SCOAP.DUT.NAND2_396	           nand_n	        13	        11	         3	        70
                c1908SCOAP.DUT.NAND2_397	           nand_n	        13	        11	         3	        89
                c1908SCOAP.DUT.NAND2_398	           nand_n	        13	        11	         3	        70
                 c1908SCOAP.DUT.NOT1_399	             notg	        13	         9	         9	        54
                 c1908SCOAP.DUT.NOT1_400	             notg	        13	         9	         9	        68
                c1908SCOAP.DUT.NAND2_401	           nand_n	        13	        11	         3	        74
                c1908SCOAP.DUT.NAND2_402	           nand_n	        13	        11	         3	        70
                c1908SCOAP.DUT.NAND2_403	           nand_n	        13	        11	         3	        74
                c1908SCOAP.DUT.NAND2_404	           nand_n	        13	        11	         3	        80
                c1908SCOAP.DUT.NAND2_405	           nand_n	        13	        13	         3	        62
                c1908SCOAP.DUT.NAND2_406	           nand_n	        13	        11	         3	        62
                 c1908SCOAP.DUT.NOT1_407	             notg	        13	         9	         9	       116
                c1908SCOAP.DUT.NAND2_408	           nand_n	        13	        11	         3	        69
                c1908SCOAP.DUT.NAND2_409	           nand_n	        13	        13	         3	       126
                c1908SCOAP.DUT.NAND2_410	           nand_n	        13	        11	         3	        58
                 c1908SCOAP.DUT.NOT1_411	             notg	        13	        13	         9	        56
                c1908SCOAP.DUT.NAND2_412	           nand_n	        14	         8	        12	        65
                c1908SCOAP.DUT.NAND2_413	           nand_n	        14	         8	        12	        84
                c1908SCOAP.DUT.NAND2_414	           nand_n	        14	         8	        12	        65
                c1908SCOAP.DUT.NAND2_415	           nand_n	        14	         8	        12	        69
                c1908SCOAP.DUT.NAND2_416	           nand_n	        14	         8	        12	        65
                c1908SCOAP.DUT.NAND2_417	           nand_n	        14	         8	        12	        69
                c1908SCOAP.DUT.NAND2_418	           nand_n	        14	         8	        12	        75
                c1908SCOAP.DUT.NAND2_419	           nand_n	        14	        10	        12	        55
                 c1908SCOAP.DUT.NOT1_420	             notg	        14	        13	         9	        47
                c1908SCOAP.DUT.NAND2_421	           nand_n	        14	         8	        12	        57
                 c1908SCOAP.DUT.NOT1_422	             notg	        14	        13	         9	        56
                 c1908SCOAP.DUT.NOT1_423	             notg	        14	        13	         9	        44
                 c1908SCOAP.DUT.NOT1_424	             notg	        14	        13	         9	        44
                c1908SCOAP.DUT.NAND2_425	           nand_n	        14	        10	        12	       119
                c1908SCOAP.DUT.NAND2_426	           nand_n	        14	         8	        12	        64
                c1908SCOAP.DUT.NAND2_427	           nand_n	        14	         8	        12	        53
                 c1908SCOAP.DUT.NOT1_428	             notg	        15	        13	         9	        64
                 c1908SCOAP.DUT.NOT1_429	             notg	        15	        13	         9	        64
                 c1908SCOAP.DUT.NOT1_430	             notg	        15	        13	         9	        74
                 c1908SCOAP.DUT.NOT1_431	             notg	        15	        13	         9	        68
                c1908SCOAP.DUT.NAND2_432	           nand_n	        15	        22	         9	        31
                c1908SCOAP.DUT.NAND2_433	           nand_n	        15	        22	         9	        31
                 c1908SCOAP.DUT.NOT1_434	             notg	        15	        10	        14	        55
                 c1908SCOAP.DUT.NOT1_435	             notg	        15	        13	        11	        54
                 c1908SCOAP.DUT.NOT1_436	             notg	        15	        13	         9	        56
                c1908SCOAP.DUT.BUFF1_437	             bufg	        16	         8	        12	        75
                 c1908SCOAP.DUT.NOT1_438	             notg	        16	        13	        11	       118
                 c1908SCOAP.DUT.NOT1_439	             notg	        16	        13	         9	        63
                c1908SCOAP.DUT.NAND2_440	           nand_n	        16	        22	         9	        43
                 c1908SCOAP.DUT.NOT1_441	             notg	        16	        13	         9	        56
                c1908SCOAP.DUT.NAND2_442	           nand_n	        16	        19	        23	        21
                c1908SCOAP.DUT.BUFF1_443	             bufg	        16	         8	        12	        78
                c1908SCOAP.DUT.BUFF1_444	             bufg	        16	         8	        12	        64
                c1908SCOAP.DUT.BUFF1_445	             bufg	        16	         8	        12	        68
                c1908SCOAP.DUT.BUFF1_446	             bufg	        16	         8	        12	       131
                c1908SCOAP.DUT.BUFF1_447	             bufg	        16	         8	        12	        83
                c1908SCOAP.DUT.BUFF1_448	             bufg	        16	         8	        12	       147
                c1908SCOAP.DUT.BUFF1_449	             bufg	        17	        13	         9	        77
                c1908SCOAP.DUT.BUFF1_450	             bufg	        17	        13	         9	        83
                 c1908SCOAP.DUT.NOT1_451	             notg	        17	        12	        14	        64
                c1908SCOAP.DUT.NAND2_452	           nand_n	        17	        22	         9	        43
                c1908SCOAP.DUT.NAND2_453	           nand_n	        17	        24	        11	        45
                 c1908SCOAP.DUT.NOT1_454	             notg	        17	        10	        14	        55
                c1908SCOAP.DUT.BUFF1_455	             bufg	        17	        13	         9	        67
                c1908SCOAP.DUT.BUFF1_456	             bufg	        17	        13	         9	       136
                c1908SCOAP.DUT.BUFF1_457	             bufg	        17	        13	         9	        77
                c1908SCOAP.DUT.BUFF1_458	             bufg	        17	        13	         9	        63
                c1908SCOAP.DUT.BUFF1_459	             bufg	        17	        13	         9	        63
                c1908SCOAP.DUT.BUFF1_460	             bufg	        17	        13	         9	        73
                c1908SCOAP.DUT.BUFF1_461	             bufg	        17	        13	         9	       142
                c1908SCOAP.DUT.NAND2_462	           nand_n	        18	        27	         7	        17
                 c1908SCOAP.DUT.NOT1_463	             notg	        18	        24	        20	        27
                 c1908SCOAP.DUT.NOT1_464	             notg	        18	        13	         9	        77
                 c1908SCOAP.DUT.NOT1_465	             notg	        18	        13	         9	        63
                c1908SCOAP.DUT.NAND2_466	           nand_n	        18	        16	         4	        64
                 c1908SCOAP.DUT.NOT1_467	             notg	        18	        13	         9	        68
                c1908SCOAP.DUT.NAND2_468	           nand_n	        18	        16	         4	       127
                 c1908SCOAP.DUT.NOT1_469	             notg	        18	        13	         9	       131
                 c1908SCOAP.DUT.NOT1_470	             notg	        18	        13	         9	        82
                 c1908SCOAP.DUT.NOT1_471	             notg	        18	        13	         9	       146
                c1908SCOAP.DUT.NAND2_472	           nand_n	        18	        19	        23	        33
                c1908SCOAP.DUT.NAND2_473	           nand_n	        18	        24	        11	        45
                c1908SCOAP.DUT.BUFF1_474	             bufg	        18	         8	        12	        74
                c1908SCOAP.DUT.BUFF1_475	             bufg	        18	         8	        12	       143
                c1908SCOAP.DUT.NAND2_476	           nand_n	        19	        26	         3	        21
                 c1908SCOAP.DUT.NOT1_477	             notg	        19	        10	        14	       135
                c1908SCOAP.DUT.NAND2_478	           nand_n	        19	        19	        14	        67
                 c1908SCOAP.DUT.NOT1_479	             notg	        19	        10	        14	        85
                c1908SCOAP.DUT.NAND2_480	           nand_n	        19	        19	        14	        53
                 c1908SCOAP.DUT.NOT1_481	             notg	        19	        10	        14	        71
                c1908SCOAP.DUT.NAND2_482	           nand_n	        19	        12	         3	        65
                c1908SCOAP.DUT.NAND2_483	           nand_n	        19	        12	         3	       128
                c1908SCOAP.DUT.BUFF1_484	             bufg	        19	        13	         9	        76
                c1908SCOAP.DUT.BUFF1_485	             bufg	        19	        13	         9	       140
                c1908SCOAP.DUT.NAND2_486	           nand_n	        19	        19	        14	        53
                 c1908SCOAP.DUT.NOT1_487	             notg	        19	        10	        14	        71
                c1908SCOAP.DUT.NAND2_488	           nand_n	        19	        23	        25	        33
                 c1908SCOAP.DUT.NOT1_489	             notg	        19	        10	        14	        81
                 c1908SCOAP.DUT.NOT1_490	             notg	        19	        10	        14	        66
                 c1908SCOAP.DUT.NOT1_491	             notg	        19	        10	        14	       150
                c1908SCOAP.DUT.BUFF1_492	             bufg	        19	        13	         9	        82
                c1908SCOAP.DUT.BUFF1_493	             bufg	        19	        13	         9	       146
                c1908SCOAP.DUT.NAND2_494	           nand_n	        20	        33	        14	        23
                 c1908SCOAP.DUT.NOT1_495	             notg	        20	        24	        20	        41
                c1908SCOAP.DUT.NAND2_496	           nand_n	        20	        11	        27	        13
                c1908SCOAP.DUT.NAND2_497	           nand_n	        20	        27	         9	        72
                c1908SCOAP.DUT.NAND2_498	           nand_n	        20	        27	         9	        58
                c1908SCOAP.DUT.NAND2_499	           nand_n	        20	         8	        13	        60
                c1908SCOAP.DUT.NAND2_500	           nand_n	        20	         8	        13	       123
                c1908SCOAP.DUT.NAND2_501	           nand_n	        20	        27	         9	        58
                 c1908SCOAP.DUT.NOT1_502	             notg	        20	        13	         9	        73
                c1908SCOAP.DUT.NAND2_503	           nand_n	        20	        27	         9	        68
                 c1908SCOAP.DUT.NOT1_504	             notg	        20	        13	         9	       142
                c1908SCOAP.DUT.NAND2_505	           nand_n	        20	        27	         9	       137
                 c1908SCOAP.DUT.NOT1_506	             notg	        21	        10	        14	       139
                c1908SCOAP.DUT.NAND2_507	           nand_n	        21	        33	         9	        28
                c1908SCOAP.DUT.NAND2_508	           nand_n	        21	        35	        10	        23
                 c1908SCOAP.DUT.NOT1_509	             notg	        21	        26	        24	        33
                c1908SCOAP.DUT.NAND2_510	           nand_n	        21	        24	        20	        57
                c1908SCOAP.DUT.NAND2_511	           nand_n	        21	        24	        20	        43
                 c1908SCOAP.DUT.NOT1_512	             notg	        21	        10	        14	        90
                c1908SCOAP.DUT.NAND2_513	           nand_n	        21	        19	        14	        72
                 c1908SCOAP.DUT.NOT1_514	             notg	        21	        10	        14	        75
                 c1908SCOAP.DUT.NOT1_515	             notg	        21	        10	        14	       154
                c1908SCOAP.DUT.NAND2_516	           nand_n	        21	        19	        14	       136
                c1908SCOAP.DUT.NAND2_517	           nand_n	        21	        24	        20	        43
                c1908SCOAP.DUT.NAND2_518	           nand_n	        21	        19	        14	        63
                c1908SCOAP.DUT.NAND2_519	           nand_n	        21	        19	        14	       132
                c1908SCOAP.DUT.NAND2_520	           nand_n	        22	        17	         6	       119
                 c1908SCOAP.DUT.NOT1_521	             notg	        22	        14	         9	       127
                c1908SCOAP.DUT.NAND2_522	           nand_n	        22	        24	        34	        13
                c1908SCOAP.DUT.NAND2_523	           nand_n	        22	        33	         9	        24
                c1908SCOAP.DUT.NAND2_524	           nand_n	        22	        30	         3	        75
                 c1908SCOAP.DUT.NOT1_525	             notg	        22	        14	         9	        64
                c1908SCOAP.DUT.NAND2_526	           nand_n	        22	        17	         6	        56
                c1908SCOAP.DUT.NAND2_527	           nand_n	        22	        27	         9	        77
                c1908SCOAP.DUT.NAND2_528	           nand_n	        22	        27	         9	       141
                c1908SCOAP.DUT.NAND2_529	           nand_n	        22	        24	        20	        53
                c1908SCOAP.DUT.NAND2_530	           nand_n	        22	        24	        20	       122
                c1908SCOAP.DUT.BUFF1_531	             bufg	        22	        11	        27	        12
                c1908SCOAP.DUT.NAND2_532	           nand_n	        23	        30	        10	        33
                 c1908SCOAP.DUT.NOT1_533	             notg	        23	        21	        25	        43
                c1908SCOAP.DUT.NAND2_534	           nand_n	        23	        30	        10	        47
                 c1908SCOAP.DUT.NOT1_535	             notg	        23	        21	        25	        57
                c1908SCOAP.DUT.NAND2_536	           nand_n	        23	        14	         3	       122
                c1908SCOAP.DUT.NAND2_537	           nand_n	        23	        30	        10	        33
                 c1908SCOAP.DUT.NOT1_538	             notg	        23	        21	        25	        43
                c1908SCOAP.DUT.NAND2_539	           nand_n	        23	        20	        34	        13
                c1908SCOAP.DUT.NAND2_540	           nand_n	        23	        14	         3	        59
                c1908SCOAP.DUT.NAND2_541	           nand_n	        23	        24	        20	        62
                c1908SCOAP.DUT.NAND2_542	           nand_n	        23	        24	        20	       126
                c1908SCOAP.DUT.NAND2_543	           nand_n	        24	        34	         9	        34
                c1908SCOAP.DUT.NAND2_544	           nand_n	        24	        34	         9	        48
                c1908SCOAP.DUT.NAND2_545	           nand_n	        24	        10	        15	       115
                c1908SCOAP.DUT.NAND2_546	           nand_n	        24	        34	         9	        34
                c1908SCOAP.DUT.NAND2_547	           nand_n	        24	        35	        11	       114
                 c1908SCOAP.DUT.NOT1_548	             notg	        24	        21	        25	       121
                 c1908SCOAP.DUT.NOT1_549	             notg	        24	        28	        12	        93
                c1908SCOAP.DUT.NAND2_550	           nand_n	        24	        37	         3	        75
                 c1908SCOAP.DUT.NOT1_551	             notg	        24	        21	        25	        52
                c1908SCOAP.DUT.NAND2_552	           nand_n	        24	        35	        11	        45
                c1908SCOAP.DUT.BUFF1_553	             bufg	        24	        24	        34	        12
                c1908SCOAP.DUT.BUFF1_554	             bufg	        24	        30	         3	        77
                c1908SCOAP.DUT.BUFF1_555	             bufg	        24	        30	         3	        74
                c1908SCOAP.DUT.NAND2_556	           nand_n	        24	        10	        15	        52
                c1908SCOAP.DUT.NAND2_557	           nand_n	        25	        20	        31	        23
                c1908SCOAP.DUT.NAND2_558	           nand_n	        25	        20	        31	        37
                c1908SCOAP.DUT.NAND2_559	           nand_n	        25	        35	        11	       118
                 c1908SCOAP.DUT.NOT1_560	             notg	        25	        21	        25	       125
                c1908SCOAP.DUT.NAND2_561	           nand_n	        25	        20	        31	        23
                c1908SCOAP.DUT.NAND2_562	           nand_n	        25	        35	        14	       111
                c1908SCOAP.DUT.NAND2_563	           nand_n	        25	        37	         3	        74
                 c1908SCOAP.DUT.NOT1_564	             notg	        25	        21	        25	        61
                c1908SCOAP.DUT.NAND2_565	           nand_n	        25	        35	        11	        54
                c1908SCOAP.DUT.NAND2_566	           nand_n	        25	        35	        14	        42
                 c1908SCOAP.DUT.NOT1_567	             notg	        25	        16	        11	       114
                c1908SCOAP.DUT.BUFF1_568	             bufg	        25	        20	        34	        12
                 c1908SCOAP.DUT.NOT1_569	             notg	        26	        32	        21	        22
                c1908SCOAP.DUT.NAND2_570	           nand_n	        26	        35	        14	       115
                 c1908SCOAP.DUT.NOT1_571	             notg	        26	        32	        21	        22
                c1908SCOAP.DUT.NAND2_572	           nand_n	        26	        26	        36	        99
                 c1908SCOAP.DUT.NOT1_573	             notg	        26	        35	        25	       106
                c1908SCOAP.DUT.NAND2_574	           nand_n	        26	         7	         4	        70
                 c1908SCOAP.DUT.NOT1_575	             notg	        26	         4	        31	        74
                c1908SCOAP.DUT.NAND2_576	           nand_n	        26	         7	         4	        73
                 c1908SCOAP.DUT.NOT1_577	             notg	        26	         4	        31	        77
                 c1908SCOAP.DUT.NOT1_578	             notg	        26	        16	        11	        56
                c1908SCOAP.DUT.NAND2_579	           nand_n	        26	        35	        14	        51
                c1908SCOAP.DUT.BUFF1_580	             bufg	        26	        37	         3	        77
                c1908SCOAP.DUT.BUFF1_581	             bufg	        26	        37	         3	        74
                c1908SCOAP.DUT.NAND2_582	           nand_n	        26	        26	        36	        30
                c1908SCOAP.DUT.NAND2_583	           nand_n	        27	        26	        36	       103
                 c1908SCOAP.DUT.NOT1_584	             notg	        27	        12	        17	       128
                 c1908SCOAP.DUT.NOT1_585	             notg	        27	        35	        21	       105
                c1908SCOAP.DUT.NAND2_586	           nand_n	        27	        34	         3	        71
                c1908SCOAP.DUT.NAND2_587	           nand_n	        27	        34	         3	        74
                c1908SCOAP.DUT.BUFF1_588	             bufg	        27	        20	        31	       105
                 c1908SCOAP.DUT.NOT1_589	             notg	        27	        37	        27	        98
                c1908SCOAP.DUT.BUFF1_590	             bufg	        27	        37	         3	        76
                c1908SCOAP.DUT.BUFF1_591	             bufg	        27	        37	         3	        73
                c1908SCOAP.DUT.BUFF1_592	             bufg	        27	        20	        31	        36
                c1908SCOAP.DUT.NAND2_593	           nand_n	        27	        26	        36	        39
                 c1908SCOAP.DUT.AND2_594	            and_n	        27	         5	        24	        19
                 c1908SCOAP.DUT.AND2_595	            and_n	        27	         5	        24	        19
                c1908SCOAP.DUT.NAND2_596	           nand_n	        28	         7	         4	        70
                 c1908SCOAP.DUT.NOT1_597	             notg	        28	         4	        38	        74
                c1908SCOAP.DUT.NAND2_598	           nand_n	        28	         7	         4	        73
                 c1908SCOAP.DUT.NOT1_599	             notg	        28	         4	        38	        77
                c1908SCOAP.DUT.NAND2_600	           nand_n	        28	         8	         8	        66
                c1908SCOAP.DUT.NAND2_601	           nand_n	        28	         8	         8	        69
                 c1908SCOAP.DUT.NOT1_602	             notg	        28	        37	        27	       126
                 c1908SCOAP.DUT.NOT1_603	             notg	        28	        37	        27	       102
                 c1908SCOAP.DUT.NOT1_604	             notg	        29	        32	        21	       104
                c1908SCOAP.DUT.NAND2_605	           nand_n	        29	        49	        13	        96
                 c1908SCOAP.DUT.NOT1_606	             notg	        29	        28	        38	        98
                c1908SCOAP.DUT.NAND2_607	           nand_n	        29	        37	        10	        88
                c1908SCOAP.DUT.NAND2_608	           nand_n	        29	         9	         4	        70
                 c1908SCOAP.DUT.NOT1_609	             notg	        29	         4	        38	        72
                c1908SCOAP.DUT.NAND2_610	           nand_n	        29	         9	         4	        73
                 c1908SCOAP.DUT.NOT1_611	             notg	        29	         4	        38	        75
                c1908SCOAP.DUT.NAND2_612	           nand_n	        29	        41	         3	        71
                c1908SCOAP.DUT.NAND2_613	           nand_n	        29	        41	         3	        74
                 c1908SCOAP.DUT.NOT1_614	             notg	        29	         9	         9	        65
                 c1908SCOAP.DUT.NOT1_615	             notg	        29	        32	        21	        46
                c1908SCOAP.DUT.NAND2_616	           nand_n	        29	        43	        17	        24
                 c1908SCOAP.DUT.NOT1_617	             notg	        29	        37	        27	        38
                c1908SCOAP.DUT.NAND2_618	           nand_n	        29	        51	        13	        27
                 c1908SCOAP.DUT.NOT1_619	             notg	        29	        25	         6	        93
                 c1908SCOAP.DUT.NOT1_620	             notg	        29	        25	         6	        91
